pl_name,hostname,discoverymethod,disc_year,sy_snum,sy_pnum,sy_dist,ra,dec,pl_orbper,pl_rade,pl_bmasse,pl_eqt,st_teff,st_rad,st_mass
"GJ 3138 c","GJ 3138","Radial Velocity",2017,1,3,28.47120000,32.2977385,-16.3392495,5.97400000000,1.88000000,4.18000000,,3717.00,0.500000,0.681000
"TOI-2842 b","TOI-2842","Transit",2023,1,1,460.99500000,108.0442066,-10.6393400,3.55140580000,12.84549188,117.59651059,1471.00,5910.00,1.265000,1.135000
"TOI-2977 b","TOI-2977","Transit",2023,1,1,,143.9265177,-60.3574758,2.35056140000,13.15934334,533.95172376,1544.00,5691.00,1.073000,0.936000
"TOI-2583 A b","TOI-2583 A","Transit",2023,2,1,566.18900000,272.2670293,45.3368996,4.52072650000,14.45958510,79.45710175,1456.00,5936.00,1.477000,1.215000
"Kepler-1503 b","Kepler-1503","Transit",2016,1,1,1225.57000000,293.7271604,42.8067119,96.16987000000,2.27000000,5.77000000,321.00,5069.00,0.740000,0.770000
"Kepler-1781 b","Kepler-1781","Transit",2021,1,1,962.63000000,291.7114906,42.3415097,4.88752985000,2.38091029,6.26000000,1003.00,5568.00,0.957000,1.053000
"TOI-3023 b","TOI-3023","Transit",2023,1,1,389.91600000,165.3158231,-72.3567044,3.90149710000,16.43236571,197.05361234,1596.00,5760.00,1.668000,1.120000
"Kepler-198 d","Kepler-198","Transit",2016,1,3,495.35800000,290.6731326,38.6910045,1.31184443000,1.53000000,2.96000000,1562.00,5636.00,0.930000,0.970000
"HD 191939 b","HD 191939","Transit",2020,1,6,53.60890000,302.0256247,66.8503014,8.88032560000,3.41000000,10.00000000,880.00,5348.00,0.940000,0.810000
"HIP 948 b","HIP 948","Radial Velocity",2022,1,1,34.85230000,2.9276336,-39.2304879,24955.45756000000,12.10000000,6547.26518420,,4497.00,0.688488,0.710000
"Kepler-1204 b","Kepler-1204","Transit",2016,1,1,1175.22000000,289.4415238,42.4981476,85.73502850000,3.05000000,9.53000000,448.00,5825.00,1.030000,1.030000
"TOI-2587 A b","TOI-2587 A","Transit",2023,2,1,373.67500000,115.9317105,-1.0733330,5.45664000000,12.07207221,69.28659273,1445.00,5760.00,1.726000,1.150000
"Kepler-251 e","Kepler-251","Transit",2014,1,4,924.62500000,296.5662171,44.1058077,99.64016100000,2.77000000,8.10000000,360.00,5526.00,0.890000,0.891000
"Kepler-547 b","Kepler-547","Transit",2016,1,1,378.97200000,286.1185888,44.3452063,6.01038428900,4.00000000,15.10000000,768.00,4828.00,0.730000,0.780000
"Kepler-1828 b","Kepler-1828","Transit",2021,1,1,871.81000000,292.4275963,37.3207616,10.27379990000,2.11598626,5.13000000,799.00,5806.00,0.899000,0.996000
"Kepler-1328 b","Kepler-1328","Transit",2016,1,1,813.54300000,284.6753857,44.4177225,4.52158888000,0.98000000,0.90400000,1214.00,5780.00,0.990000,1.000000
"Kepler-874 b","Kepler-874","Transit",2016,1,1,1082.16000000,294.9568477,43.0142991,40.06867270000,3.94000000,14.70000000,560.00,6020.00,1.130000,1.090000
"Kepler-164 d","Kepler-164","Transit",2014,1,4,890.75800000,287.7808115,47.6298453,28.98676900000,2.45000000,6.57000000,637.00,5888.00,1.148000,1.036000
"Kepler-32 b","Kepler-32","Transit",2011,1,5,323.84700000,297.8423073,46.5743595,5.90124000000,2.20000000,1303.00000000,514.00,3900.00,0.530000,0.580000
"Kepler-1150 b","Kepler-1150","Transit",2016,2,1,358.51800000,296.7244553,49.5326846,2.78786838600,1.02000000,1.04000000,1432.00,4754.00,0.720000,0.760000
"ZTF J1230-2655 b","ZTF J1230-2655","Transit",2025,1,1,186.69000000,187.5689308,-26.9309608,0.23597766000,13.78704626,7024.00779470,,10000.00,0.012300,0.646000
"TOI-3912 b","TOI-3912","Transit",2023,1,1,465.99200000,215.8014956,24.0765639,3.49362640000,14.28024141,129.03833324,1512.00,5725.00,1.392000,1.088000
"K2-104 b","K2-104","Transit",2016,1,1,189.28900000,129.6366594,19.7737202,1.97419540000,1.79000000,3.86000000,798.00,3712.00,0.480000,0.510000
"HD 191939 d","HD 191939","Transit",2020,1,6,53.60890000,302.0256247,66.8503014,38.35303700000,2.99500000,2.80000000,540.00,5348.00,0.940000,0.810000
"Kepler-1151 b","Kepler-1151","Transit",2016,1,1,682.43600000,292.2477819,47.8784257,65.64784240000,2.22000000,5.56000000,485.00,5470.00,0.850000,0.880000
"TOI-2818 b","TOI-2818","Transit",2023,1,1,312.67400000,119.0598183,-35.1167104,4.03970900000,15.27784069,225.65816897,1376.00,5721.00,1.229000,0.977000
"HIP 65407 c","HIP 65407","Radial Velocity",2016,1,2,61.78040000,201.0876630,48.8847322,67.30000000000,13.90000000,249.17872000,,5460.00,0.952252,0.930000
"Kepler-124 c","Kepler-124","Transit",2014,1,3,420.04600000,286.7527322,49.0648788,13.82137500000,1.75000000,3.71000000,560.00,4984.00,0.636000,0.706000
"TOI-700 e","TOI-700","Transit",2023,1,4,31.12650000,97.0957165,-65.5786149,27.80978000000,0.95300000,0.81800000,272.90,3459.00,0.421000,0.415000
"Kepler-999 b","Kepler-999","Transit",2016,1,1,545.06300000,299.6604865,46.1984679,5.99185701700,2.34000000,6.08000000,1355.00,6237.00,1.650000,1.290000
"Oph 11 b","Oph 11","Imaging",2006,1,1,136.16559197,245.6049610,-24.0872219,7300000.00000000000,12.30000000,4449.62000000,2175.00,2375.00,0.232692,0.016000
"K2-11 b","K2-11","Transit",2015,1,1,329.30900000,169.0418328,1.9866832,39.93767000000,7.55000000,44.40000000,734.00,5433.00,5.150000,1.350000
"HD 38283 b","HD 38283","Radial Velocity",2010,1,1,38.06150000,84.2605324,-73.6998131,363.20001000000,14.00000000,127.13200000,,5981.00,1.490000,1.370000
"Kepler-518 b","Kepler-518","Transit",2016,1,1,337.90100000,287.0900190,41.3737576,8.51203587700,2.11000000,5.10000000,839.00,5842.00,0.880000,0.960000
"Kepler-265 d","Kepler-265","Transit",2014,1,4,1280.25000000,290.5104788,41.2447430,43.13061700000,2.49000000,6.76000000,554.00,5835.00,1.103000,0.970000
"HD 188015 b","HD 188015","Radial Velocity",2004,2,1,50.67060000,298.0191857,28.0999769,461.20000000000,13.60000000,476.72000000,,5746.00,1.125296,1.090000
"TOI-4342 b","TOI-4342","Transit",2023,1,2,61.52040000,324.3894196,-77.9791468,5.53824980000,2.26600000,5.76000000,633.60,3901.00,0.599000,0.629600
"Kepler-24 e","Kepler-24","Transit",2014,1,4,1156.81000000,290.4132621,38.3437283,18.99835500000,2.78000000,26.21180000,792.00,5897.00,1.289000,1.046000
"TOI-3807 b","TOI-3807","Transit",2023,1,1,421.74500000,139.1125648,69.0741284,2.89897270000,18.49481816,330.54154328,1646.00,5772.00,1.468000,1.181000
"HATS-54 b","HATS-54","Transit",2019,1,1,748.58500000,200.6348641,-44.6888393,2.54417650000,11.37711541,239.32479047,1429.00,5621.00,1.230000,1.050000
"TOI-2525 b","TOI-2525","Transit",2023,1,2,395.39800000,86.8509737,-60.5213081,23.28560000000,8.67575106,26.69758619,512.97,5096.00,0.785000,0.849000
"TOI-4463 A b","TOI-4463 A","Transit",2023,2,1,173.11700000,279.3581286,18.7299522,2.88071980000,13.26022417,252.35575516,1395.00,5640.00,1.062000,1.056000
"Kepler-797 b","Kepler-797","Transit",2016,1,1,1315.26000000,297.2089078,41.7816450,27.07237711000,2.17000000,5.35000000,605.00,5680.00,0.950000,0.960000
"HD 11755 b","HD 11755","Radial Velocity",2015,1,1,235.04500000,29.7078360,73.1521372,433.70001000000,12.80000000,1789.38290000,,4312.00,20.580000,0.720000
"KOI-351 b","KOI-351","Transit",2013,1,8,848.25400000,284.4334642,49.3051239,7.00815100000,1.31000000,2.27000000,1062.00,6080.00,1.200000,1.200000
"Kepler-1793 b","Kepler-1793","Transit",2021,1,1,1189.88000000,291.9129477,40.9539265,8.77999973300,3.79037518,13.80000000,713.00,5191.00,0.764000,0.850000
"Kepler-309 c","Kepler-309","Transit",2014,1,2,544.56800000,297.5098911,46.9614121,105.35638300000,2.51000000,6.85000000,204.00,4713.00,0.721000,0.816000
"HD 40307 c","HD 40307","Radial Velocity",2009,1,5,12.93630000,88.5172191,-60.0237289,9.61840000000,,1868.51320475,696.00,4956.00,0.716684,0.770000
"HD 7199 b","HD 7199","Radial Velocity",2011,1,1,36.15310000,17.6979344,-66.1886947,615.00000000000,,3639.13526015,,5371.00,0.970000,0.770000
"K2-136 d","K2-136","Transit",2017,2,3,59.24740000,67.4128615,22.8825674,25.57500000000,1.56500000,3.00000000,420.00,4500.00,0.677000,0.742000
"GJ 251 c","GJ 251","Radial Velocity",2025,1,2,5.58057000,103.7002499,33.2664632,53.64700000000,1.80000000,3.88000000,216.00,3342.00,0.360000,0.350000
"K2-200 b","K2-200","Transit",2018,1,1,184.13100000,202.2512060,-4.6100532,2.84988300000,1.36439870,2.43000000,,5233.00,0.791736,0.860208
"Kepler-922 b","Kepler-922","Transit",2016,1,1,536.32300000,284.7316084,49.5331490,0.93846683200,1.42000000,2.60000000,1876.00,5671.00,0.930000,0.950000
"Kepler-1780 b","Kepler-1780","Transit",2021,1,1,790.51600000,294.0839282,42.8095104,109.44499970000,3.60600667,12.70000000,340.00,5403.00,0.868000,0.868000
"Kepler-509 b","Kepler-509","Transit",2016,1,1,332.44300000,289.6643940,48.7061650,41.74600392000,2.49000000,6.76000000,584.00,6060.00,1.200000,1.100000
"GJ 649 b","GJ 649","Radial Velocity",2009,1,1,10.37960000,254.5363221,25.7419719,600.10000000000,10.80000000,81.99972901,,3734.00,0.500000,0.510000
"Kepler-813 b","Kepler-813","Transit",2016,1,1,840.00000000,285.6626752,48.4353251,19.12947337000,2.14000000,5.22000000,817.00,5743.00,0.930000,0.950000
"HD 222582 b","HD 222582","Radial Velocity",1999,2,1,42.15860000,355.4640788,-5.9862379,572.38000000000,12.60000000,2660.23710000,,5790.00,1.130000,1.120000
"Kepler-1551 b","Kepler-1551","Transit",2016,1,1,1463.72000000,295.7855238,39.9078956,24.49736980000,2.66000000,7.56000000,722.00,6136.00,1.220000,1.140000
"Kepler-1352 b","Kepler-1352","Transit",2016,1,1,670.82900000,290.6937988,48.7014417,1.87788274800,0.89000000,0.64000000,1701.00,6118.00,1.160000,1.110000
"Kepler-1422 b","Kepler-1422","Transit",2016,1,1,2465.84000000,293.8902214,48.3360926,18.60519420000,2.02000000,4.74000000,833.00,6194.00,1.230000,1.150000
"GJ 849 c","GJ 849","Radial Velocity",2014,1,2,8.80058000,332.4229938,-4.6408317,5990.00000000000,13.80000000,314.65012293,,3467.00,0.450000,0.450000
"EPIC 206042996 b","EPIC 206042996","Transit",2019,1,2,451.76900000,337.5136198,-13.6101475,5.29860000000,1.70000000,3.53000000,,4114.00,0.500000,0.565000
"HD 49674 b","HD 49674","Radial Velocity",2002,1,1,43.03990000,102.8773483,40.8672284,4.94737000000,6.20000000,31.78300000,,5602.00,1.020000,1.030000
"Kepler-26 d","Kepler-26","Transit",2014,1,4,335.30700000,284.9410627,46.5664505,3.54391900000,1.07000000,1.24000000,652.00,4486.00,0.571000,0.593000
"Kepler-229 d","Kepler-229","Transit",2014,1,3,826.26500000,286.9994758,48.3757867,41.19491200000,3.85000000,14.20000000,439.00,5120.00,0.728000,0.808000
"HIP 70849 b","HIP 70849","Radial Velocity",2009,2,1,24.05720000,217.3270762,-46.4646840,3649.00000000000,12.90000000,1430.22783150,,4105.00,0.633112,0.650000
"Kepler-320 c","Kepler-320","Transit",2014,1,2,826.61300000,293.2135155,46.1751457,17.93493700000,1.37000000,2.45000000,1002.00,6435.00,1.108000,1.072000
"TOI-2338 b","TOI-2338","Transit",2023,1,1,313.99600000,81.3445824,-34.6682491,22.65398000000,11.20898070,1900.61387386,799.00,5581.00,1.050000,0.990000
"Kepler-926 b","Kepler-926","Transit",2016,1,1,921.36100000,289.6793396,40.7004265,52.06886010000,2.31000000,5.95000000,524.00,5806.00,1.010000,1.010000
"Kepler-106 e","Kepler-106","Transit",2014,1,4,444.32200000,300.8640060,44.3375497,43.84450000000,2.56000000,11.17000000,531.00,5858.00,1.040000,1.000000
"Kepler-402 b","Kepler-402","Transit",2014,1,4,625.33900000,288.3701976,43.3546109,4.02875100000,1.22000000,1.98000000,1311.00,6090.00,1.264000,1.072000
"TOI-2589 b","TOI-2589","Transit",2023,1,1,200.27300000,107.4881501,-37.2309480,61.62770000000,12.10569916,1112.39942450,592.00,5579.00,1.070000,0.930000
"TOI-2096 c","TOI-2096","Transit",2023,1,2,48.48090000,151.6186989,74.8272107,6.38784000000,1.91400000,4.32000000,349.00,3300.00,0.235000,0.231000
"Kepler-1202 b","Kepler-1202","Transit",2016,1,1,1175.38000000,292.2906060,44.6532281,28.68513240000,2.94000000,8.96000000,547.00,5834.00,1.040000,1.030000
"TOI-942 c","TOI-942","Transit",2020,1,2,152.60100000,76.6496172,-20.2456126,10.15627200000,4.67000000,37.00000000,,4969.00,0.894000,0.822000
"TOI-733 b","TOI-733","Transit",2023,1,1,75.20920000,159.4093183,-40.8882590,4.88476500000,1.99200000,5.72000000,1055.80,5585.00,0.949000,0.956000
"Kepler-1474 b","Kepler-1474","Transit",2016,1,1,1180.90000000,294.6940261,45.8668090,36.43334520000,2.16000000,5.31000000,561.00,5870.00,1.040000,1.040000
"Kepler-128 c","Kepler-128","Transit",2013,1,2,396.37900000,282.4922622,43.9802442,22.80000000000,1.52100000,3.38000000,843.00,6072.00,1.659000,1.184000
"Kepler-1734 b","Kepler-1734","Transit",2021,1,1,1482.83000000,294.1631670,41.4517316,6.79685020400,3.08851092,9.74000000,985.00,6061.00,0.970000,1.050000
"Kepler-671 b","Kepler-671","Transit",2016,1,1,1168.26000000,294.2657519,49.3140933,4.28095858800,2.69000000,7.70000000,1012.00,5624.00,0.950000,0.970000
"Kepler-186 c","Kepler-186","Transit",2014,1,5,177.59400000,298.6527360,43.9549884,7.26730200000,1.25000000,2.10000000,464.00,3788.00,0.472000,0.478000
"Kepler-339 b","Kepler-339","Transit",2014,1,3,616.63700000,293.3517010,48.4445922,4.97765600000,1.42000000,2.60000000,1023.00,5631.00,0.802000,0.870000
"Kepler-102 d","Kepler-102","Transit",2014,1,5,107.79600000,281.4824731,47.2078263,10.31176700000,1.15400000,3.00000000,686.00,4909.00,0.724000,0.803000
"TOI-942 b","TOI-942","Transit",2020,1,2,152.60100000,76.6496172,-20.2456126,4.32421000000,3.89000000,16.00000000,1120.00,4969.00,0.894000,0.822000
"HD 80883 b","HD 80883","Radial Velocity",2022,1,1,34.60110000,139.9331831,-59.4780815,6383.78352000000,12.80000000,1748.05623850,,5177.91,0.814842,0.880000
"Kepler-777 b","Kepler-777","Transit",2016,1,1,443.10600000,282.7241098,44.3465098,5.72812599000,1.47000000,2.76000000,569.00,4043.00,0.560000,0.580000
"Kepler-83 c","Kepler-83","Transit",2012,2,3,400.40900000,282.2325197,43.6655662,20.09000000000,2.36000000,2.03000000,362.00,4082.00,0.610000,0.660000
"CoRoT-27 b","CoRoT-27","Transit",2014,1,1,1010.28000000,278.4958319,5.5383811,3.57532000000,11.28700000,3302.11000000,1500.00,5900.00,1.080000,1.050000
"K2-131 b","K2-131","Transit",2017,1,1,152.50900000,182.7514040,-9.7652392,0.36930380000,1.69000000,7.90000000,2223.00,5120.00,0.759500,0.803000
"K2-141 b","K2-141","Transit",2018,1,2,61.87360000,350.9170464,-1.1891827,0.28032440000,1.51000000,4.97000000,2103.00,4570.00,0.681000,0.708000
"K2-141 c","K2-141","Transit",2018,1,2,61.87360000,350.9170464,-1.1891827,7.74850000000,7.00000000,8.00000000,695.00,4570.00,0.681000,0.708000
"Kepler-1206 b","Kepler-1206","Transit",2016,1,1,762.01900000,295.9383737,49.7911337,1.21699766300,1.64000000,3.33000000,1314.00,4877.00,0.750000,0.800000
"HD 125595 b","HD 125595","Radial Velocity",2009,1,1,28.19890000,215.3434326,-40.3942443,9.67370000000,,3531.07360177,,4691.00,0.740000,0.290000
"HD 179079 b","HD 179079","Radial Velocity",2008,1,1,69.71160000,287.7903733,-2.6387703,14.47900000000,,4195.33497240,,5646.00,1.630000,1.140000
"Kepler-102 e","Kepler-102","Transit",2013,1,5,107.79600000,281.4824731,47.2078263,16.14569940000,2.17000000,4.70000000,590.00,4909.00,0.724000,0.803000
"Kepler-68 b","Kepler-68","Transit",2013,2,4,144.16600000,291.0323102,49.0402129,5.39875259000,2.35700000,8.03000000,1275.00,5847.00,1.256400,1.057000
"TOI-2152 A b","TOI-2152","Transit",2023,3,1,303.00600000,26.3389717,77.7901231,3.37735120000,14.35870428,899.45439181,1802.00,6630.00,1.612000,1.516000
"TOI-2154 b","TOI-2154","Transit",2023,1,1,296.46000000,71.0281482,84.3642652,3.82408010000,16.28664896,292.40213444,1580.00,6280.00,1.396000,1.233000
"K2-136 c","K2-136","Transit",2017,2,3,59.24740000,67.4128615,22.8825674,17.30713000000,3.00000000,18.10000000,470.00,4500.00,0.677000,0.742000
"Kepler-1602 b","Kepler-1602","Transit",2016,1,1,629.80400000,293.5808607,40.4275396,11.17931605000,1.34000000,2.36000000,1159.00,6296.00,1.360000,1.220000
"OGLE-TR-56 b","OGLE-TR-56","Transit",2002,1,1,282.83913869,269.1479583,-29.5392222,1.21191890000,15.27800000,441.77000000,2212.00,6050.00,1.363000,1.228000
"Kepler-78 b","Kepler-78","Transit",2013,2,1,124.37600000,293.7419543,44.4482521,0.35500745000,1.20100000,1.68000000,2223.00,5058.00,0.747500,0.779000
"K2-169 b","K2-169","Transit",2018,1,1,235.86700000,337.0442461,-14.5993376,6.38080300000,1.27328671,2.16000000,,5548.00,0.919053,0.986144
"Kepler-370 b","Kepler-370","Transit",2014,1,2,1167.94000000,292.1710683,40.9162381,4.57953000000,1.59000000,3.15000000,1040.00,5852.00,0.900000,0.982000
"Kepler-1762 b","Kepler-1762","Transit",2021,1,1,1663.74000000,290.4931471,39.7855117,29.53910065000,2.76022913,8.05000000,714.00,6572.00,1.238000,1.298000
"Kepler-511 c","Kepler-511","Transit",2021,1,2,651.99900000,282.9455384,47.5749181,26.62949944000,4.20964327,16.50000000,742.00,5866.00,1.417000,0.958000
"KOI-1843.03","Kepler-974","Transit",2013,1,2,134.31100000,285.0131082,40.2209547,0.17689130000,0.61000000,8.00000000,1654.00,3584.00,0.450000,0.460000
"K2-416 b","K2-416","Transit",2023,1,1,120.31100000,349.2211822,-5.2015032,13.10200000000,2.66000000,1652.70771640,447.00,3746.00,0.554000,0.548000
"TOI-4791 b","TOI-4791","Transit",2023,1,1,328.80200000,109.3883818,-19.8289392,4.28088000000,12.44196858,734.18362017,1472.00,6058.00,1.409000,1.242000
"Kepler-369 b","Kepler-369","Transit",2014,1,2,214.00000000,293.6743322,47.9084727,2.73275600000,1.13000000,1.51000000,687.00,3591.00,0.471000,0.500000
"Kepler-778 b","Kepler-778","Transit",2016,1,1,938.16800000,287.4774867,44.2374702,3.75574426000,1.68000000,3.46000000,977.00,5102.00,0.770000,0.810000
"Kepler-68 d","Kepler-68","Radial Velocity",2013,2,4,144.16600000,291.0323102,49.0402129,632.62000000000,13.90000000,267.00000000,,5847.00,1.256400,1.057000
"K2-222 b","K2-222","Transit",2018,1,1,101.32100000,16.4625203,11.7537171,15.38857000000,2.35000000,8.70000000,871.00,5942.00,1.115000,0.989000
"TOI-2025 b","TOI-2025","Transit",2022,1,1,335.98500000,282.7952558,82.2454143,8.87209820000,11.89272852,1144.18226520,1166.00,5977.00,1.459000,1.199000
"CoRoT-35 b","CoRoT-35","Transit",2022,1,1,1123.21000000,289.3143526,-2.7747085,3.22748000000,18.83108758,349.61124770,1747.00,6390.00,1.650000,1.010000
"Kepler-878 b","Kepler-878","Transit",2016,1,1,791.62500000,285.2962562,46.6034497,25.94220330000,1.93000000,4.38000000,501.00,5044.00,0.770000,0.810000
"K2-72 e","K2-72","Transit",2016,1,4,66.43210000,334.6227504,-9.6120084,24.15886800000,1.29000000,2.21000000,,3360.47,0.330989,0.271365
"HD 25171 b","HD 25171","Radial Velocity",2010,2,1,55.61460000,58.9574779,-65.1863239,1802.29000000000,13.90000000,290.81445000,,6125.00,1.230000,1.076000
"GJ 1061 b","GJ 1061","Radial Velocity",2020,1,3,3.67278000,54.0032486,-44.5143104,3.20400000000,1.10000000,1.37000000,,2953.00,0.156000,0.120000
"TOI-913 b","TOI-913","Transit",2023,1,1,65.17690000,234.5723244,-80.8034265,11.09864400000,2.45280000,6.59000000,712.01,4969.00,0.732500,0.820000
"TOI-2498 b","TOI-2498","Transit",2023,1,1,275.26500000,95.4162204,11.2516477,3.73825200000,6.06000000,34.62000000,1443.00,5905.00,1.260000,1.120000
"HD 155918 c","HD 155918","Radial Velocity",2022,1,2,27.56100000,260.5364025,-75.3492390,17202.19446000000,12.80000000,1878.04805696,,5771.84,1.019060,1.030000
"Kepler-1508 b","Kepler-1508","Transit",2016,1,1,1260.28000000,298.1188802,40.3750316,20.70565040000,1.33000000,2.33000000,967.00,6158.00,1.220000,1.140000
"Kepler-156 b","Kepler-156","Transit",2014,1,2,443.48300000,290.2964214,37.7494271,4.97345600000,2.30000000,5.90000000,867.00,5094.00,0.807000,0.864000
"HD 15906 b","HD 15906","Transit",2023,1,2,45.56210000,38.2712534,-10.3521780,10.92470900000,2.24000000,5.65000000,668.00,4757.00,0.762000,0.790000
"HD 28185 b","HD 28185","Radial Velocity",2001,1,2,39.38090000,66.6100461,-10.5510754,385.52775000000,12.80000000,1855.16441166,,5662.00,1.030000,0.990000
"Kepler-1356 b","Kepler-1356","Transit",2016,1,1,845.22800000,290.9953825,43.2438792,0.63400293700,1.53000000,2.96000000,1714.00,5106.00,0.780000,0.820000
"Kepler-1012 b","Kepler-1012","Transit",2016,1,1,411.07700000,289.2962253,46.4579889,5.50860439000,1.29000000,2.21000000,934.00,5556.00,0.910000,0.950000
"TOI-2000 c","TOI-2000","Transit",2023,1,2,175.71300000,146.3970631,-66.6866307,9.12705500000,8.14000000,81.70000000,1038.00,5611.00,1.134000,1.082000
"Kepler-154 f","Kepler-154","Transit",2016,1,5,915.21200000,289.7805393,49.8965624,9.91935684000,1.50000000,2.86000000,838.00,5769.00,0.980000,0.980000
"Kepler-1234 b","Kepler-1234","Transit",2016,1,1,916.74900000,287.5220359,51.3759464,11.94014029000,2.81000000,8.30000000,625.00,4967.00,0.760000,0.800000
"TOI-4308 b","TOI-4308","Transit",2023,1,1,108.93200000,327.7530693,-43.5623642,9.15120100000,2.41890000,6.43000000,763.05,5243.00,0.793400,0.900000
"TOI-5704 b","TOI-5704","Transit",2023,1,1,89.63700000,169.8248694,44.9890782,3.77111600000,3.22740000,10.50000000,949.07,4590.00,0.757500,0.730000
"TOI-2000 b","TOI-2000","Transit",2023,1,2,175.71300000,146.3970631,-66.6866307,3.09833000000,2.70000000,11.00000000,1488.00,5611.00,1.134000,1.082000
"HD 34445 e","HD 34445","Radial Velocity",2017,1,6,46.09070000,79.4207483,7.3527156,49.17500000000,4.26000000,16.80000000,,5836.00,1.380000,1.070000
"Kepler-384 c","Kepler-384","Transit",2014,1,2,895.67800000,286.0261113,44.7828571,45.34826900000,1.13000000,1.51000000,531.00,5577.00,0.882000,0.882000
"Kepler-1153 b","Kepler-1153","Transit",2016,1,1,1119.49000000,289.1471849,45.8661300,1.75583532700,1.73000000,3.64000000,1343.00,5470.00,0.880000,0.910000
"GJ 680 b","GJ 680","Radial Velocity",2022,2,1,9.67315000,263.8072214,-48.6788427,17281.66514000000,12.00000000,7977.49301570,,3563.00,0.459330,0.456000
"Kepler-37 c","Kepler-37","Transit",2013,1,4,63.92070000,284.0592503,44.5183733,21.30184800000,0.75500000,1.30000000,615.00,5357.00,0.789000,0.790000
"Kepler-37 b","Kepler-37","Transit",2013,1,4,63.92070000,284.0592503,44.5183733,13.36702000000,0.30980000,0.79000000,718.00,5357.00,0.789000,0.790000
"TOI-778 b","TOI-778","Transit",2023,1,1,161.74300000,199.3338503,-15.2737046,4.63361100000,15.40000000,878.00000000,1561.00,6643.00,1.710000,1.400000
"TOI-715 b","TOI-715","Transit",2023,1,1,42.40480000,113.8523276,-73.5774089,19.28800400000,1.55000000,3.02000000,234.00,3075.00,0.240000,0.225000
"Kepler-1271 b","Kepler-1271","Transit",2016,1,1,831.99100000,286.3442954,37.4119347,3.02559550000,1.48000000,2.79000000,1484.00,6143.00,1.230000,1.130000
"Kepler-182 c","Kepler-182","Transit",2014,1,2,1549.09000000,289.8301128,50.5862025,20.68434200000,3.43000000,11.60000000,729.00,6250.00,1.146000,1.114000
"HIP 48714 b","HIP 48714","Radial Velocity",2020,1,1,10.52980000,149.0332672,62.7859505,17.81800000000,5.11000000,22.90000000,,4015.50,0.595456,0.580000
"HD 189567 b","HD 189567","Radial Velocity",2021,1,2,17.90550000,301.3959616,-67.3237992,14.28800000000,2.85000000,8.50000000,,5726.00,1.040000,0.830000
"Kepler-416 b","Kepler-416","Transit Timing Variations",2014,1,3,690.81900000,291.5569554,39.2272923,6.31900000000,2.48000000,58.20000000,986.00,5718.00,1.075000,1.000000
"K2-152 b","K2-152","Transit",2018,1,1,108.44900000,181.6324078,-5.8274311,32.64790000000,2.29000000,5.86000000,337.00,4044.00,0.610000,0.630000
"Kepler-1626 b","Kepler-1626","Transit",2016,1,1,1368.83000000,296.5004384,40.7212069,4.13962966000,2.02000000,4.74000000,1352.00,6826.00,1.850000,1.510000
"HD 97048 b","HD 97048","Disk Kinematics",2019,1,1,183.85700000,167.0133422,-77.6548530,,13.30000000,794.57500000,,10000.00,2.250000,2.400000
"HD 4308 b","HD 4308","Radial Velocity",2005,1,1,22.01580000,11.1652594,-65.6527159,15.56000000000,4.12000000,15.89150000,,5686.00,1.020000,0.930000
"GJ 1252 b","GJ 1252","Transit",2020,1,1,20.37300000,306.9286462,-56.4622865,0.51823310000,1.19300000,1.32000000,1089.00,3458.00,0.391000,0.381000
"Kepler-19 b","Kepler-19","Transit",2011,1,3,218.56200000,290.4209694,37.8516556,9.28699000000,2.20900000,6.10000000,851.00,5541.00,0.859000,0.936000
"Kepler-68 c","Kepler-68","Transit",2013,2,4,144.16600000,291.0323102,49.0402129,9.60502700000,0.97900000,1.30000000,1052.00,5847.00,1.256400,1.057000
"Kepler-580 b","Kepler-580","Transit",2016,1,1,323.89900000,283.4997537,40.5528053,8.22241965600,2.57000000,7.13000000,558.00,4298.00,0.640000,0.670000
"HD 217786 c","HD 217786","Radial Velocity",2022,2,2,55.48470000,345.7838088,-0.4303594,2.52221000000,2.61000000,7.31005336,,5966.00,1.270000,1.140000
"Kepler-219 b","Kepler-219","Transit",2014,1,3,787.07000000,288.7389481,46.7625929,4.58551200000,2.95000000,9.01000000,1307.00,5786.00,1.491000,1.164000
"Kepler-1941 b","Kepler-1941","Transit",2021,1,1,1494.39000000,296.6270184,49.3538910,31.33510017000,2.64976949,7.51000000,666.00,6404.00,1.142000,1.175000
"K2-254 b","K2-254","Transit",2018,1,2,227.77500000,185.5507926,-4.7172908,4.09639000000,1.63000000,3.29000000,791.00,4629.00,0.670000,0.710000
"TOI-4127 b","TOI-4127","Transit",2023,1,1,319.63200000,105.4045516,72.4149297,56.39879000000,12.28504285,731.00533610,605.10,6096.00,1.293000,1.230000
"Kepler-294 b","Kepler-294","Transit",2014,1,2,1357.01000000,287.3920392,46.0592578,3.70121200000,1.77000000,3.78000000,1087.00,5913.00,0.976000,0.947000
"TOI-244 b","TOI-244","Transit",2023,1,1,22.03370000,10.5697537,-36.7179743,7.39722500000,1.52000000,2.68000000,458.00,3433.00,0.426000,0.428000
"Kepler-296 b","Kepler-296","Transit",2014,2,5,167.00000000,286.5400278,49.4372614,10.86438400000,1.61000000,3.22000000,495.00,3740.00,0.480000,0.498000
